@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
4, 0, 0, 1, 26, 14, 6.5, 17, 14, 4.25, 9, 5, 2.25, 2.21978, 13.5714, 5, 2, 0, 5, 28, 0, 3, 0, 129, 8, 32, 3, 1, 0, 7, 86, 18, 0
2, 1, 0, 1, 13, 13, 6.5, 46, 46, 23, -33, 0, -16.5, 6.85714, 9.57143, 7, 1, 4, 3, 21, 1, 7, 0, 169, 7, 0, 7, 0, 0, 1, 43, 13, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42857, 2, 1, 2, 0, 0, 0, 1, 0, 3, 1, 26, 1, 0, 0, 1, 1, 1, 0
7, 2, 0, 1, 106, 100, 15.1429, 38, 33, 5.42857, 68, 67, 9.71429, 0.896226, 19.4286, 15, 2, 1, 14, 210, 0, 9, 0, 227, 21, 12, 8, 2, 0, 19, 129, 46, 0
18, 0, 1, 2, 68, 35, 3.77778, 140, 65, 7.77778, -72, 35, -4, 30.916, 94.2857, 0, 3, 0, 0, 0, 0, 0, 8, 3, 1, 29, 0, 0, 0, 1, 1, 1, 0
7, 0, 0, 2, 44, 37, 6.28571, 43, 37, 6.14286, 1, 37, 0.142857, 8.2013, 97.8571, 0, 2, 0, 0, 0, 1, 1, 0, 3, 1, 26, 1, 0, 0, 1, 1, 1, 0
4, 0, 0, 1, 17, 9, 4.25, 11, 6, 2.75, 6, 5, 1.5, 16.1513, 47.5714, 2, 1, 0, 2, 3, 0, 3, 0, 43, 3, 9, 2, 0, 0, 3, 12, 5, 0
2, 0, 0, 1, 8, 8, 4, 8, 8, 4, 0, 0, 0, 1.71429, 32.7143, 1, 3, 1, 0, 0, 0, 0, 1, 3, 1, 28, 0, 0, 0, 1, 1, 1, 0
9, 1, 0, 2, 20, 5, 2.22222, 19, 4, 2.11111, 1, 3, 0.111111, 33.7214, 92.4286, 3, 2, 0, 3, 6, 0, 1, 0, 13, 4, 17, 0, 0, 0, 0, 8, 4, 0
5, 0, 0, 2, 29, 11, 5.8, 18, 9, 3.6, 11, 6, 2.2, 12.931, 46, 6, 1, 1, 5, 28, 1, 8, 0, 54, 8, 0, 1, 0, 0, 2, 26, 17, 0
2, 0, 0, 1, 2, 2, 1, 2, 2, 1, 0, 0, 0, 7.57143, 14.7143, 1, 3, 0, 1, 0, 0, 0, 1, 3, 1, 21, 0, 0, 0, 1, 3, 1, 0
4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 1, 1, 0, 1, 10, 0, 3, 0, 34, 5, 0, 3, 1, 0, 2, 13, 8, 0
3, 0, 0, 1, 15, 10, 5, 2, 2, 0.666667, 13, 8, 4.33333, 10.4286, 19.8571, 4, 2, 1, 3, 1, 0, 0, 0, 12, 2, 16, 0, 1, 0, 1, 7, 3, 0
7, 0, 1, 3, 28, 12, 4, 37, 14, 5.28571, -9, 8, -1.28571, 6.7602, 48.5714, 2, 1, 2, 0, 3, 0, 0, 0, 4, 3, 11, 0, 0, 0, 3, 3, 2, 0
7, 0, 0, 2, 33, 22, 4.71429, 28, 22, 4, 5, 3, 0.714286, 20.8268, 39.5714, 9, 3, 0, 9, 78, 0, 7, 0, 164, 13, 14, 7, 7, 0, 6, 64, 23, 0
7, 0, 0, 2, 61, 32, 8.71429, 162, 132, 23.1429, -101, 26, -14.4286, 5.14754, 46, 229, 1, 223, 7, 10, 0, 1, 0, 39, 5, 9, 1, 3, 0, 2, 28, 11, 0
4, 0, 0, 2, 24, 17, 6, 4, 3, 1, 20, 17, 5, 5.4881, 39.5714, 3, 2, 0, 3, 21, 0, 5, 0, 57, 7, 32, 5, 0, 0, 6, 23, 7, 0
4, 0, 0, 2, 7, 5, 1.75, 3, 1, 0.75, 4, 4, 1, 55.9184, 81.8571, 1, 1, 1, 0, 6, 0, 2, 0, 13, 4, 0, 1, 0, 0, 4, 6, 4, 0
60, 0, 1, 3, 847, 125, 14.1167, 352, 39, 5.86667, 495, 125, 8.25, 88.6102, 161.571, 13, 4, 1, 12, 45, 0, 16, 25, 292, 10, 78, 16, 1, 0, 4, 93, 23, 0
23, 1, 0, 2, 191, 66, 8.30435, 83, 30, 3.6087, 108, 36, 4.69565, 17.9963, 139.714, 3, 1, 1, 2, 325, 1, 9, 0, 109, 26, 19, 3, 0, 0, 24, 41, 32, 0
17, 0, 2, 2, 178, 124, 10.4706, 173, 124, 10.1765, 5, 124, 0.294118, 19.4053, 119, 5, 2, 0, 5, 10, 0, 4, 8, 71, 5, 25, 4, 1, 0, 4, 33, 13, 0
3, 0, 0, 1, 3, 2, 1, 3, 2, 1, 0, 0, 0, 1.33333, 23.8571, 5, 3, 1, 4, 6, 0, 3, 4, 40, 4, 43, 3, 0, 0, 3, 20, 8, 0
9, 0, 0, 2, 140, 105, 15.5556, 149, 114, 16.5556, -9, 7, -1, 25.8367, 110.714, 2, 2, 0, 2, 28, 0, 4, 0, 49, 8, 39, 4, 0, 0, 8, 17, 18, 0
22, 0, 3, 2, 138, 31, 6.27273, 114, 23, 5.18182, 24, 8, 1.09091, 58.3996, 153.143, 4, 1, 1, 3, 6, 0, 1, 0, 68, 4, 9, 0, 0, 1, 4, 21, 9, 0
4, 0, 1, 1, 29, 17, 7.25, 26, 14, 6.5, 3, 3, 0.75, 3.29557, 103.714, 7, 2, 1, 6, 10, 0, 1, 0, 96, 5, 45, 0, 1, 1, 3, 53, 27, 0
2, 0, 0, 1, 4, 4, 2, 1, 1, 0.5, 3, 3, 1.5, 19.2857, 45.8571, 1, 1, 1, 0, 6, 0, 6, 0, 29, 4, 0, 3, 1, 0, 1, 11, 8, 0
2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45.8571, 5, 1, 0, 5, 91, 0, 11, 1, 205, 14, 26, 11, 8, 0, 6, 49, 43, 0
4, 1, 0, 1, 9, 5, 2.25, 1, 1, 0.25, 8, 5, 2, 0.492063, 9.57143, 9, 1, 8, 1, 21, 0, 1, 0, 20, 7, 9, 0, 1, 0, 6, 19, 7, 0
14, 0, 0, 3, 46, 13, 3.28571, 36, 15, 2.57143, 10, 11, 0.714286, 37.4193, 91.8571, 0, 2, 0, 0, 0, 0, 0, 0, 3, 1, 5, 0, 0, 0, 1, 1, 1, 1
7, 1, 0, 2, 55, 30, 7.85714, 17, 12, 2.42857, 38, 29, 5.42857, 8.82078, 32.7143, 17, 1, 15, 2, 78, 0, 6, 0, 77, 13, 9, 5, 0, 0, 13, 28, 24, 0
9, 0, 0, 2, 144, 112, 16, 156, 124, 17.3333, -12, 7, -1.33333, 25.7411, 110.714, 6, 2, 1, 5, 28, 0, 4, 0, 55, 8, 41, 4, 0, 0, 8, 22, 21, 0
3, 0, 0, 2, 5, 4, 1.66667, 2, 1, 0.666667, 3, 3, 1, 16.5143, 39.5714, 2, 1, 0, 2, 6, 0, 1, 0, 21, 4, 9, 1, 0, 0, 4, 10, 5, 1
11, 0, 0, 2, 182, 161, 16.5455, 199, 183, 18.0909, -17, 5, -1.54545, 3.8752, 147.857, 0, 1, 0, 0, 15, 0, 5, 0, 18, 6, 0, 1, 0, 0, 4, 10, 4, 0
21, 0, 1, 3, 180, 38, 8.57143, 139, 31, 6.61905, 41, 33, 1.95238, 8.53333, 50, 15, 1, 5, 11, 21, 0, 5, 0, 71, 7, 9, 5, 0, 0, 6, 59, 21, 0
11, 0, 1, 2, 53, 17, 4.81818, 93, 39, 8.45454, -40, 3, -3.63636, 18.2237, 109.857, 5, 1, 1, 4, 6, 0, 2, 0, 34, 4, 0, 2, 0, 0, 4, 18, 8, 0
2, 0, 0, 1, 20, 20, 10, 12, 12, 6, 8, 8, 4, 0.428571, 13, 0, 1, 0, 0, 0, 0, 7, 0, 3, 1, 0, 1, 0, 6, 1, 2, 1, 0
3, 0, 0, 2, 22, 19, 7.33333, 19, 16, 6.33333, 3, 3, 1, 3.23377, 32.7143, 12, 2, 8, 4, 36, 4, 4, 1, 51, 9, 27, 1, 0, 0, 6, 21, 20, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.2857, 9, 1, 2, 7, 21, 0, 1, 0, 64, 7, 0, 1, 2, 0, 5, 33, 12, 0
6, 0, 0, 2, 34, 13, 5.66667, 21, 10, 3.5, 13, 8, 2.16667, 24.1176, 70.7143, 5, 1, 1, 4, 3, 0, 0, 0, 18, 3, 18, 0, 0, 0, 3, 7, 10, 0
6, 0, 0, 2, 10, 5, 1.66667, 8, 4, 1.33333, 2, 4, 0.333333, 53.6429, 92.5714, 3, 1, 0, 3, 21, 0, 2, 0, 71, 7, 0, 2, 2, 0, 4, 27, 9, 0
16, 0, 1, 3, 55, 10, 3.4375, 65, 10, 4.0625, -10, 1, -0.625, 28.5247, 94.8571, 1, 1, 1, 0, 21, 0, 1, 0, 47, 7, 0, 1, 0, 0, 7, 12, 15, 0
5, 1, 0, 2, 7, 3, 1.4, 4, 2, 0.8, 3, 2, 0.6, 16.7143, 32.7143, 3, 3, 1, 2, 1, 0, 1, 7, 6, 2, 39, 1, 0, 0, 2, 4, 2, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42857, 16, 1, 2, 14, 105, 0, 3, 0, 173, 15, 9, 3, 3, 0, 10, 103, 30, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.4286, 1, 3, 0, 1, 0, 0, 0, 0, 3, 1, 14, 0, 0, 0, 0, 2, 1, 0
2, 0, 0, 2, 2, 2, 1, 2, 2, 1, 0, 0, 0, 92.7143, 184.857, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 10, 0, 0, 0, 1, 1, 1, 0
6, 0, 0, 2, 8, 4, 1.33333, 5, 1, 0.833333, 3, 3, 0.5, 92.7143, 133, 3, 2, 3, 0, 0, 0, 1, 0, 3, 1, 23, 1, 0, 0, 1, 1, 1, 0
2, 0, 0, 1, 4, 4, 2, 1, 1, 0.5, 3, 3, 1.5, 19.2857, 45.8571, 7, 2, 5, 2, 6, 0, 2, 0, 15, 4, 15, 2, 0, 0, 4, 8, 5, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42857, 4, 1, 1, 3, 10, 0, 13, 0, 34, 5, 9, 3, 4, 0, 1, 18, 8, 1
4, 0, 0, 2, 7, 5, 1.75, 3, 1, 0.75, 4, 4, 1, 14.4898, 35.1429, 7, 2, 1, 6, 10, 0, 2, 0, 42, 5, 32, 2, 0, 0, 4, 27, 6, 0
17, 0, 0, 3, 29, 6, 1.70588, 19, 4, 1.11765, 10, 4, 0.588235, 78.4433, 139.571, 3, 1, 2, 1, 1, 0, 1, 0, 20, 2, 0, 1, 0, 0, 1, 8, 4, 0
2, 0, 1, 1, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 11.5714, 103.714, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 9, 0, 0, 3, 0, 0, 0, 0
2, 1, 0, 1, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 1.14286, 9.85714, 1, 1, 1, 0, 0, 2, 0, 0, 0, 1, 9, 0, 0, 0, 1, 1, 0, 0
77, 0, 0, 3, 866, 82, 11.2468, 834, 92, 10.8312, 32, 74, 0.415584, 51.7072, 139.571, 18, 2, 7, 11, 78, 3, 0, 1, 140, 13, 10, 0, 4, 0, 7, 66, 35, 1
10, 1, 0, 2, 31, 12, 3.1, 81, 40, 8.1, -50, 8, -5, 7.68203, 14.2857, 0, 1, 0, 0, 0, 0, 116, 0, 3, 1, 0, 1, 0, 115, 1, 2, 1, 1
11, 0, 0, 2, 117, 89, 10.6364, 93, 89, 8.45454, 24, 6, 2.18182, 25.2625, 45.8571, 53, 1, 46, 7, 36, 0, 81, 0, 121, 9, 9, 9, 3, 0, 6, 54, 26, 1
6, 0, 0, 2, 327, 183, 54.5, 209, 182, 34.8333, 118, 183, 19.6667, 2.34076, 41, 0, 1, 0, 0, 1, 0, 5, 0, 95, 2, 9, 5, 1, 0, 1, 8, 7, 0
22, 6, 3, 3, 830, 456, 37.7273, 685, 523, 31.1364, 145, 80, 6.59091, 65.3759, 184.857, 25, 1, 7, 18, 1176, 6, 23, 0, 569, 49, 27, 15, 13, 0, 19, 293, 116, 0
148, 4, 4, 3, 2169, 424, 14.6554, 2000, 391, 13.5135, 169, 128, 1.14189, 49.7209, 118.714, 53, 1, 29, 26, 105, 0, 1, 0, 253, 15, 9, 0, 4, 0, 11, 132, 57, 0
22, 0, 2, 3, 115, 40, 5.22727, 139, 55, 6.31818, -24, 3, -1.09091, 4.62112, 48.8571, 13, 1, 0, 13, 210, 0, 19, 0, 316, 21, 0, 16, 12, 0, 9, 94, 37, 0
40, 0, 3, 3, 438, 120, 10.95, 300, 43, 7.5, 138, 104, 3.45, 42.8969, 139.571, 8, 1, 1, 8, 105, 0, 6, 0, 164, 15, 9, 5, 2, 0, 13, 85, 32, 0
14, 0, 0, 2, 32, 6, 2.28571, 35, 6, 2.5, -3, 3, -0.214286, 63.1562, 139.714, 1, 1, 0, 1, 3, 0, 2, 0, 18, 3, 0, 0, 1, 0, 2, 11, 4, 0
6, 0, 0, 2, 7, 3, 1.16667, 5, 2, 0.833333, 2, 1, 0.333333, 7.79592, 130.571, 6, 1, 0, 6, 21, 0, 1, 0, 184, 7, 9, 1, 0, 0, 7, 97, 32, 0
12, 0, 1, 3, 28, 12, 2.33333, 35, 13, 2.91667, -7, 4, -0.583333, 8.45408, 45.1429, 80, 2, 75, 5, 153, 6, 3, 0, 87, 18, 33, 3, 1, 0, 17, 47, 26, 0
3, 0, 0, 1, 1, 1, 0.333333, 2, 1, 0.666667, -1, 0, -0.333333, 7, 21.5714, 1, 1, 0, 1, 21, 0, 3, 0, 46, 7, 0, 2, 1, 0, 6, 19, 14, 0
5, 0, 0, 1, 32, 23, 6.4, 23, 14, 4.6, 9, 9, 1.8, 4.66071, 44, 1, 1, 1, 0, 28, 17, 0, 0, 16, 8, 9, 0, 0, 0, 8, 8, 8, 0
5, 0, 0, 2, 9, 4, 1.8, 6, 3, 1.2, 3, 3, 0.6, 13.0476, 46, 2, 1, 1, 1, 1, 0, 2, 0, 15, 2, 0, 1, 0, 0, 2, 6, 3, 0
2, 0, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 92.7143, 184.857, 0, 1, 0, 0, 1, 0, 2, 0, 7, 2, 9, 0, 0, 2, 2, 2, 2, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.71429, 4, 1, 3, 1, 10, 1, 1, 0, 24, 5, 9, 0, 0, 0, 3, 14, 5, 0
11, 0, 0, 3, 68, 40, 6.18182, 85, 41, 7.72727, -17, 18, -1.54545, 2.21639, 44, 6, 1, 2, 4, 21, 3, 6, 0, 47, 7, 0, 3, 0, 0, 6, 25, 11, 0
9, 0, 0, 2, 106, 76, 11.7778, 107, 77, 11.8889, -1, 7, -0.111111, 27.686, 110.714, 1, 2, 0, 1, 21, 0, 3, 0, 40, 7, 25, 3, 0, 0, 7, 12, 12, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80.8571, 2, 1, 0, 2, 0, 0, 2, 0, 85, 1, 9, 0, 0, 0, 1, 11, 3, 0
2, 0, 0, 1, 2, 2, 1, 2, 2, 1, 0, 0, 0, 7.57143, 14.7143, 1, 3, 0, 1, 0, 0, 0, 1, 3, 1, 21, 0, 0, 0, 1, 3, 1, 0
20, 2, 0, 1, 757, 170, 37.85, 247, 67, 12.35, 510, 140, 25.5, 2.4163, 88.7143, 6, 3, 2, 5, 6, 0, 14, 13, 12, 4, 75, 13, 0, 1, 4, 25, 3, 0
4, 1, 0, 1, 6, 3, 1.5, 5, 2, 1.25, 1, 1, 0.25, 5.78571, 14, 8, 1, 0, 8, 10, 0, 2, 0, 77, 5, 0, 2, 0, 0, 3, 42, 9, 1
8, 0, 1, 2, 54, 17, 6.75, 20, 6, 2.5, 34, 12, 4.25, 5.42593, 164, 4, 1, 0, 4, 6, 0, 8, 0, 106, 4, 0, 4, 1, 0, 2, 34, 29, 0
5, 0, 0, 2, 288, 144, 57.6, 0, 0, 0, 288, 144, 57.6, 0.0714286, 145.143, 2, 1, 0, 2, 6, 0, 0, 0, 105, 4, 0, 0, 3, 0, 1, 32, 18, 0
3, 0, 0, 2, 5, 4, 1.66667, 2, 1, 0.666667, 3, 3, 1, 19.6571, 42.7143, 7, 1, 2, 5, 3, 0, 1, 0, 22, 3, 0, 0, 0, 0, 3, 13, 5, 0
2, 0, 0, 1, 25, 25, 12.5, 4, 4, 2, 21, 21, 10.5, 0, 6, 11, 1, 6, 5, 153, 0, 7, 0, 77, 18, 18, 7, 0, 0, 17, 39, 18, 0
11, 0, 0, 2, 20, 5, 1.81818, 17, 5, 1.54545, 3, 3, 0.272727, 12.5286, 50.2857, 7, 1, 2, 5, 3, 0, 3, 0, 16, 3, 0, 3, 0, 0, 3, 13, 3, 0
2, 0, 0, 1, 4, 4, 2, 1, 1, 0.5, 3, 3, 1.5, 19.2857, 45.8571, 1, 1, 1, 0, 6, 0, 3, 0, 28, 4, 0, 2, 1, 0, 1, 11, 8, 0
5, 0, 0, 1, 6, 4, 1.2, 6, 4, 1.2, 0, 3, 0, 103.571, 151.714, 1, 1, 1, 0, 1, 0, 0, 0, 3, 2, 0, 0, 0, 0, 2, 2, 2, 0
71, 1, 3, 3, 738, 69, 10.3944, 573, 63, 8.07042, 165, 41, 2.32394, 58.7962, 139, 17, 1, 2, 16, 55, 0, 41, 0, 293, 11, 9, 2, 9, 0, 2, 146, 41, 1
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42857, 11, 1, 2, 9, 10, 0, 3, 0, 55, 5, 0, 3, 0, 0, 5, 27, 11, 0
42, 2, 0, 4, 732, 188, 17.4286, 396, 78, 9.42857, 336, 188, 8, 107.083, 148.571, 30, 1, 19, 12, 861, 0, 17, 0, 462, 42, 18, 17, 2, 0, 40, 292, 120, 1
4, 0, 0, 2, 7, 5, 1.75, 2, 1, 0.5, 5, 4, 1.25, 13.8776, 39.7143, 4, 3, 0, 4, 3, 0, 0, 4, 10, 3, 23, 0, 0, 0, 3, 7, 4, 0
77, 0, 2, 3, 1316, 166, 17.0909, 524, 110, 6.80519, 792, 165, 10.2857, 8.13482, 45.8571, 152, 1, 114, 42, 903, 0, 1, 0, 672, 43, 9, 0, 4, 0, 39, 299, 140, 1
11, 0, 0, 2, 57, 34, 5.18182, 51, 34, 4.63636, 6, 34, 0.545455, 14.9248, 99, 1, 1, 1, 0, 1, 0, 1, 0, 11, 2, 0, 0, 0, 0, 2, 4, 2, 0
6, 0, 0, 2, 25, 15, 4.16667, 20, 15, 3.33333, 5, 3, 0.833333, 8.24571, 30.8571, 9, 1, 0, 9, 28, 0, 3, 0, 96, 8, 0, 3, 1, 0, 7, 51, 21, 0
13, 1, 2, 3, 658, 433, 50.6154, 612, 447, 47.0769, 46, 55, 3.53846, 85.3363, 184.857, 12, 1, 4, 8, 78, 0, 38, 0, 448, 13, 9, 26, 9, 5, 4, 73, 31, 0
2, 1, 0, 1, 1, 1, 0.5, 3, 3, 1.5, -2, 0, -1, 1.71429, 14.7143, 0, 1, 0, 0, 0, 0, 11, 0, 3, 1, 0, 1, 0, 10, 1, 2, 1, 0
6, 1, 0, 2, 10, 4, 1.66667, 6, 3, 1, 4, 2, 0.666667, 10.1714, 32.7143, 3, 2, 2, 1, 6, 0, 2, 0, 13, 4, 22, 2, 0, 0, 1, 5, 4, 0
3, 0, 0, 2, 9, 6, 3, 8, 5, 2.66667, 1, 1, 0.333333, 5.42857, 32.7143, 3, 1, 1, 2, 3, 0, 3, 0, 16, 3, 0, 1, 1, 0, 2, 10, 5, 0
3, 0, 0, 2, 6, 4, 2, 0, 0, 0, 6, 4, 2, 9.09524, 14.7143, 0, 1, 0, 0, 0, 0, 62, 0, 3, 1, 0, 1, 0, 61, 1, 2, 1, 1
7, 0, 0, 2, 22, 7, 3.14286, 124, 98, 17.7143, -102, 4, -14.5714, 5.80519, 45.5714, 3, 1, 1, 2, 21, 0, 1, 0, 22, 7, 19, 1, 0, 0, 7, 10, 7, 0
8, 0, 0, 2, 18, 6, 2.25, 11, 6, 1.375, 7, 3, 0.875, 15.5238, 46, 6, 1, 2, 5, 15, 0, 5, 0, 72, 6, 9, 5, 2, 0, 4, 32, 14, 1
17, 0, 0, 3, 63, 16, 3.70588, 85, 41, 5, -22, 4, -1.29412, 14.9773, 50.2857, 7, 1, 1, 6, 6, 0, 4, 0, 116, 4, 0, 4, 0, 0, 3, 25, 13, 0
22, 0, 0, 2, 95, 12, 4.31818, 90, 14, 4.09091, 5, 5, 0.227273, 82.2646, 154.714, 7, 1, 1, 6, 45, 0, 1, 0, 54, 10, 9, 1, 0, 0, 10, 28, 15, 0
7, 0, 0, 1, 11, 5, 1.57143, 8, 4, 1.14286, 3, 4, 0.428571, 55.2338, 110.714, 3, 1, 2, 1, 6, 0, 3, 0, 13, 4, 18, 3, 0, 0, 4, 5, 5, 0
69, 3, 3, 3, 2144, 872, 31.0725, 1801, 904, 26.1015, 343, 141, 4.97101, 43.4995, 94.2857, 64, 1, 35, 31, 1830, 0, 40, 0, 989, 61, 27, 18, 7, 0, 50, 530, 173, 1
8, 0, 0, 2, 161, 133, 20.125, 158, 130, 19.75, 3, 7, 0.375, 22.5235, 110.714, 3, 2, 1, 2, 45, 1, 3, 0, 53, 10, 2, 3, 0, 0, 10, 26, 13, 0
6, 0, 0, 2, 11, 5, 1.83333, 8, 5, 1.33333, 3, 3, 0.5, 10.8831, 32.7143, 9, 3, 1, 8, 3, 0, 3, 4, 35, 3, 43, 3, 0, 0, 3, 18, 5, 0
3, 0, 0, 2, 5, 4, 1.66667, 2, 1, 0.666667, 3, 3, 1, 7.6, 34.1429, 3, 1, 1, 3, 1, 0, 4, 0, 32, 2, 9, 1, 1, 0, 1, 14, 4, 1
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.8571, 0, 1, 0, 0, 0, 0, 2, 0, 3, 1, 0, 1, 0, 1, 1, 2, 1, 0
8, 0, 1, 1, 77, 35, 9.625, 6, 2, 0.75, 71, 34, 8.875, 7.46568, 103.714, 7, 1, 7, 0, 45, 2, 4, 0, 14, 10, 0, 0, 0, 0, 8, 13, 4, 0
7, 1, 1, 3, 36, 28, 5.14286, 23, 18, 3.28571, 13, 10, 1.85714, 7.05952, 48.8571, 8, 1, 1, 7, 21, 0, 1, 0, 46, 7, 9, 0, 0, 0, 7, 24, 10, 0
8, 0, 0, 3, 22, 9, 2.75, 50, 41, 6.25, -28, 3, -3.5, 84.1948, 135.429, 3, 1, 2, 1, 36, 0, 1, 0, 27, 9, 0, 1, 0, 0, 7, 15, 10, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42857, 16, 2, 0, 16, 55, 0, 3, 0, 101, 11, 31, 3, 1, 0, 10, 44, 23, 1
10, 1, 0, 2, 260, 124, 26, 252, 121, 25.2, 8, 87, 0.8, 19.4242, 32.7143, 28, 3, 6, 24, 21, 0, 1, 6, 74, 7, 57, 1, 0, 0, 2, 35, 7, 1
10, 0, 0, 3, 42, 30, 4.2, 41, 30, 4.1, 1, 30, 0.1, 14.017, 97.8571, 1, 2, 1, 0, 0, 0, 1, 0, 3, 1, 26, 1, 0, 0, 1, 1, 1, 0
6, 0, 0, 2, 494, 490, 82.3333, 542, 538, 90.3333, -48, 0, -8, 39.1212, 93.7143, 14, 2, 10, 4, 561, 0, 17, 0, 171, 34, 37, 17, 0, 0, 34, 76, 66, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42857, 2, 1, 1, 1, 21, 0, 2, 0, 54, 7, 9, 2, 4, 0, 3, 18, 28, 0
2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118.714, 4, 2, 1, 3, 45, 1, 8, 0, 78, 10, 35, 6, 0, 0, 4, 28, 24, 0
3, 0, 0, 2, 3, 2, 1, 3, 2, 1, 0, 0, 0, 3.80952, 32.7143, 2, 1, 0, 2, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 1, 5, 1, 0
9, 0, 0, 2, 174, 139, 19.3333, 186, 151, 20.6667, -12, 7, -1.33333, 24.8079, 110.714, 5, 1, 0, 5, 45, 0, 5, 0, 65, 10, 18, 5, 0, 0, 10, 27, 28, 0
12, 1, 0, 2, 36, 13, 3, 21, 5, 1.75, 15, 12, 1.25, 21.7976, 92.5714, 4, 1, 2, 2, 36, 0, 2, 0, 52, 9, 0, 2, 0, 0, 9, 21, 13, 0
21, 1, 2, 2, 125, 67, 5.95238, 104, 56, 4.95238, 21, 11, 1, 38.2594, 172, 13, 1, 5, 8, 55, 0, 7, 0, 89, 11, 9, 7, 0, 0, 11, 39, 26, 0
3, 0, 0, 2, 54, 47, 18, 6, 5, 2, 48, 46, 16, 14.3968, 32.7143, 4, 1, 2, 2, 1, 5, 0, 0, 26, 2, 9, 0, 0, 0, 2, 10, 6, 0
2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 10, 1, 0, 10, 36, 0, 7, 0, 104, 9, 9, 2, 2, 1, 7, 48, 19, 0
103, 6, 3, 3, 1411, 405, 13.699, 972, 194, 9.43689, 439, 211, 4.26214, 62.942, 131.571, 44, 2, 18, 29, 946, 0, 11, 0, 452, 44, 36, 9, 1, 0, 41, 219, 124, 1
3, 0, 0, 2, 5, 4, 1.66667, 2, 1, 0.666667, 3, 3, 1, 7.94286, 31, 0, 1, 0, 0, 0, 0, 0, 0, 6, 1, 9, 0, 0, 0, 1, 1, 2, 0
10, 0, 0, 2, 83, 46, 8.3, 75, 55, 7.5, 8, 6, 0.8, 29.2806, 77, 11, 1, 2, 9, 45, 0, 4, 0, 65, 10, 9, 4, 1, 0, 9, 32, 15, 0
