@RELATION change_classic_combined

@ATTRIBUTE numberOfVersionsUntil  NUMERIC
@ATTRIBUTE numberOfFixesUntil   NUMERIC
@ATTRIBUTE numberOfRefactoringsUntil  NUMERIC
@ATTRIBUTE umberOfAuthorsUntil   NUMERIC
@ATTRIBUTE linesAddedUntil   NUMERIC
@ATTRIBUTE maxLinesAddedUntil   NUMERIC
@ATTRIBUTE avgLinesAddedUntil   NUMERIC
@ATTRIBUTE linesRemovedUntil   NUMERIC
@ATTRIBUTE maxLinesRemovedUntil   NUMERIC
@ATTRIBUTE avgLinesRemovedUntil   NUMERIC
@ATTRIBUTE codeChurnUntil   NUMERIC
@ATTRIBUTE maxCodeChurnUntil   NUMERIC
@ATTRIBUTE avgCodeChurnUntil   NUMERIC
@ATTRIBUTE weightedAgeWithRespectTo   NUMERIC
@ATTRIBUTE ageWithRespectTo   NUMERIC
@ATTRIBUTE cbo  NUMERIC
@ATTRIBUTE dit  NUMERIC
@ATTRIBUTE fanIn  NUMERIC
@ATTRIBUTE fanOut  NUMERIC
@ATTRIBUTE lcom  NUMERIC
@ATTRIBUTE noc  NUMERIC
@ATTRIBUTE numberOfAttributes  NUMERIC
@ATTRIBUTE numberOfAttributesInherited  NUMERIC
@ATTRIBUTE numberOfLinesOfCode  NUMERIC
@ATTRIBUTE numberOfMethods  NUMERIC
@ATTRIBUTE numberOfMethodsInherited  NUMERIC
@ATTRIBUTE numberOfPrivateAttributes  NUMERIC
@ATTRIBUTE numberOfPrivateMethods  NUMERIC
@ATTRIBUTE numberOfPublicAttributes  NUMERIC
@ATTRIBUTE numberOfPublicMethods  NUMERIC
@ATTRIBUTE rfc  NUMERIC
@ATTRIBUTE wmc  NUMERIC
@ATTRIBUTE bug   {0, 1}

@DATA
21, 4, 0, 5, 157, 38, 7.47619, 135, 38, 6.42857, 22, 7, 1.04762, 77.6069, 367, 7, 4, 6, 2, 21, 3, 0, 384, 25, 7, 69, 0, 0, 0, 7, 13, 5, 0
93, 9, 0, 9, 1212, 205, 13.0323, 1158, 205, 12.4516, 54, 18, 0.580645, 109.407, 367, 26, 4, 8, 18, 21, 3, 1, 396, 209, 7, 57, 0, 0, 1, 7, 79, 62, 0
34, 8, 0, 6, 426, 140, 12.5294, 418, 157, 12.2941, 8, 22, 0.235294, 95.1472, 367, 6, 6, 0, 6, 21, 1, 1, 385, 128, 7, 79, 0, 0, 0, 7, 20, 47, 0
18, 3, 0, 4, 80, 27, 4.44444, 101, 33, 5.61111, -21, 6, -1.16667, 80.5321, 367, 0, 7, 0, 0, 1, 0, 2, 386, 7, 2, 86, 0, 0, 0, 2, 2, 2, 0
18, 4, 0, 4, 119, 31, 6.61111, 123, 31, 6.83333, -4, 5, -0.222222, 67.4886, 367, 0, 5, 0, 0, 3, 3, 0, 384, 12, 3, 76, 0, 0, 0, 3, 3, 3, 0
15, 7, 1, 5, 122, 42, 8.13333, 35, 12, 2.33333, 87, 42, 5.8, 28.4005, 222.714, 2, 5, 2, 0, 3, 1, 0, 388, 16, 3, 78, 0, 0, 0, 3, 6, 5, 0
41, 17, 1, 8, 485, 75, 11.8293, 120, 43, 2.92683, 365, 75, 8.90244, 71.7756, 222.714, 18, 2, 8, 10, 6, 2, 4, 380, 189, 4, 27, 0, 0, 4, 4, 78, 60, 0
168, 12, 0, 10, 2126, 307, 12.6548, 1719, 307, 10.2321, 407, 63, 2.42262, 129.876, 367, 22, 4, 5, 17, 136, 5, 13, 384, 494, 17, 77, 0, 0, 13, 17, 191, 166, 1
84, 8, 0, 6, 857, 102, 10.2024, 680, 102, 8.09524, 177, 59, 2.10714, 122.828, 367, 21, 3, 7, 15, 28, 4, 2, 408, 198, 8, 58, 0, 0, 2, 8, 59, 69, 1
25, 4, 0, 5, 184, 63, 7.36, 181, 63, 7.24, 3, 6, 0.12, 64.6483, 367, 4, 5, 4, 0, 36, 2, 3, 384, 34, 9, 85, 0, 0, 3, 9, 9, 11, 0
18, 9, 1, 6, 211, 84, 11.7222, 53, 14, 2.94444, 158, 84, 8.77778, 21.6087, 222.714, 6, 5, 4, 2, 10, 1, 1, 388, 45, 5, 78, 0, 0, 1, 5, 13, 16, 0
27, 6, 0, 5, 174, 52, 6.44444, 161, 52, 5.96296, 13, 8, 0.481481, 78.014, 367, 1, 6, 0, 1, 28, 0, 1, 384, 32, 8, 79, 0, 0, 0, 8, 13, 9, 0
18, 4, 0, 4, 124, 32, 6.88889, 125, 32, 6.94444, -1, 5, -0.0555556, 69.5184, 367, 1, 5, 1, 0, 3, 5, 1, 384, 11, 3, 76, 0, 0, 1, 3, 3, 3, 0
48, 7, 0, 7, 8887, 1598, 185.146, 9187, 1854, 191.396, -300, 6, -6.25, 50.8267, 367, 5, 4, 4, 1, 300, 4, 1, 411, 1520, 25, 69, 0, 0, 1, 25, 63, 73, 0
50, 5, 0, 6, 1636, 295, 32.72, 1804, 321, 36.08, -168, 18, -3.36, 64.1712, 367, 10, 6, 1, 9, 15, 0, 2, 415, 226, 6, 117, 0, 0, 2, 6, 87, 53, 0
85, 13, 0, 9, 1168, 274, 13.7412, 526, 106, 6.18824, 642, 274, 7.55294, 56.7549, 240.857, 16, 7, 3, 13, 36, 2, 1, 387, 296, 9, 101, 0, 1, 1, 7, 115, 91, 1
72, 7, 0, 9, 921, 208, 12.7917, 394, 80, 5.47222, 527, 208, 7.31944, 53.3802, 223.571, 14, 7, 2, 12, 45, 1, 1, 387, 244, 10, 101, 0, 1, 1, 8, 91, 61, 1
36, 4, 0, 4, 374, 76, 10.3889, 376, 76, 10.4444, -2, 13, -0.0555556, 70.9236, 367, 3, 6, 0, 3, 15, 0, 0, 415, 39, 6, 93, 0, 0, 0, 6, 16, 10, 0
36, 5, 0, 5, 310, 59, 8.61111, 307, 59, 8.52778, 3, 10, 0.0833333, 68.859, 367, 2, 6, 1, 1, 10, 0, 0, 415, 28, 5, 93, 0, 0, 0, 5, 12, 8, 0
115, 16, 0, 11, 2006, 339, 17.4435, 1814, 339, 15.7739, 192, 68, 1.66957, 110.401, 367, 22, 5, 2, 20, 36, 2, 2, 392, 414, 9, 93, 0, 0, 2, 9, 153, 117, 1
171, 14, 0, 10, 6363, 924, 37.2105, 5607, 935, 32.7895, 756, 156, 4.42105, 124.878, 367, 24, 6, 2, 22, 435, 3, 10, 387, 986, 30, 94, 0, 0, 10, 25, 334, 331, 1
38, 6, 0, 5, 239, 58, 6.28947, 226, 58, 5.94737, 13, 9, 0.342105, 67.2791, 367, 7, 7, 1, 6, 15, 1, 0, 386, 38, 6, 97, 0, 0, 0, 6, 17, 10, 1
52, 5, 0, 7, 690, 175, 13.2692, 711, 175, 13.6731, -21, 40, -0.403846, 68.7714, 367, 12, 6, 1, 11, 15, 1, 2, 384, 76, 6, 91, 0, 0, 2, 6, 27, 17, 0
70, 5, 0, 9, 421, 62, 6.01429, 333, 62, 4.75714, 88, 32, 1.25714, 128.918, 367, 20, 5, 10, 11, 28, 4, 2, 384, 105, 8, 87, 0, 0, 2, 6, 55, 37, 0
37, 4, 0, 6, 315, 76, 8.51351, 362, 92, 9.78378, -47, 11, -1.27027, 60.6934, 367, 12, 4, 10, 2, 28, 4, 0, 384, 42, 8, 69, 0, 0, 0, 8, 18, 13, 1
84, 9, 0, 7, 1444, 249, 17.1905, 1425, 249, 16.9643, 19, 15, 0.22619, 110.897, 367, 17, 3, 2, 15, 55, 2, 4, 380, 217, 11, 38, 0, 1, 4, 10, 81, 74, 1
20, 8, 1, 6, 203, 69, 10.15, 64, 15, 3.2, 139, 69, 6.95, 25.4849, 222.714, 6, 5, 3, 3, 10, 0, 2, 388, 34, 5, 78, 1, 0, 1, 5, 14, 9, 0
150, 10, 0, 10, 4705, 765, 31.3667, 4440, 746, 29.6, 265, 43, 1.76667, 155.141, 367, 32, 6, 10, 22, 210, 5, 5, 414, 787, 21, 94, 0, 0, 3, 21, 277, 253, 1
46, 5, 0, 9, 355, 65, 7.71739, 321, 65, 6.97826, 34, 11, 0.73913, 108.363, 367, 22, 5, 14, 9, 28, 6, 1, 384, 63, 8, 87, 0, 0, 1, 7, 30, 19, 0
59, 8, 0, 7, 611, 103, 10.3559, 655, 108, 11.1017, -44, 42, -0.745763, 82.8071, 367, 35, 2, 27, 8, 55, 19, 0, 380, 99, 11, 27, 0, 0, 0, 11, 38, 21, 0
38, 7, 0, 6, 496, 105, 13.0526, 478, 105, 12.5789, 18, 9, 0.473684, 51.4145, 367, 6, 5, 1, 5, 36, 3, 2, 384, 72, 9, 76, 0, 0, 2, 9, 29, 19, 0
6, 4, 0, 3, 7, 4, 1.16667, 7, 4, 1.16667, 0, 0, 0, 55.449, 213.857, 3, 6, 1, 2, 10, 0, 3, 386, 46, 5, 85, 1, 0, 2, 5, 15, 9, 0
19, 6, 0, 5, 70, 23, 3.68421, 89, 23, 4.68421, -19, 11, -1, 145.004, 270.143, 9, 3, 8, 1, 28, 2, 1, 380, 31, 8, 38, 0, 0, 1, 8, 14, 11, 0
39, 4, 0, 7, 278, 63, 7.12821, 275, 63, 7.05128, 3, 10, 0.0769231, 77.1454, 367, 12, 6, 6, 6, 28, 2, 0, 384, 41, 8, 91, 0, 0, 0, 8, 18, 10, 0
95, 11, 0, 8, 2048, 311, 21.5579, 1923, 311, 20.2421, 125, 28, 1.31579, 88.3375, 367, 21, 3, 2, 19, 21, 0, 16, 380, 334, 7, 38, 0, 0, 13, 7, 99, 79, 1
66, 12, 0, 7, 946, 169, 14.3333, 862, 169, 13.0606, 84, 22, 1.27273, 104.98, 367, 13, 4, 1, 12, 28, 0, 7, 381, 158, 8, 46, 0, 0, 6, 8, 70, 25, 0
44, 6, 0, 6, 328, 72, 7.45455, 277, 72, 6.29545, 51, 34, 1.15909, 68.76, 367, 8, 5, 4, 4, 91, 3, 0, 384, 78, 14, 77, 0, 0, 0, 14, 29, 21, 0
49, 5, 0, 7, 895, 78, 18.2653, 895, 78, 18.2653, 0, 8, 0, 42.2337, 367, 8, 3, 1, 7, 15, 0, 2, 380, 44, 6, 38, 0, 0, 2, 6, 28, 13, 0
24, 5, 0, 4, 167, 70, 6.95833, 174, 70, 7.25, -7, 8, -0.291667, 66.3601, 367, 3, 6, 1, 2, 21, 0, 1, 384, 39, 7, 79, 0, 0, 0, 7, 14, 11, 0
139, 18, 0, 7, 4053, 618, 29.1583, 3545, 558, 25.5036, 508, 92, 3.65468, 129.03, 367, 26, 4, 3, 23, 78, 0, 28, 381, 784, 13, 46, 11, 1, 17, 12, 256, 134, 1
193, 30, 0, 12, 6571, 1071, 34.0466, 6072, 1123, 31.4611, 499, 174, 2.58549, 111.711, 367, 63, 3, 36, 33, 351, 2, 30, 391, 624, 27, 42, 0, 1, 26, 25, 172, 148, 1
19, 3, 0, 5, 260, 79, 13.6842, 44, 9, 2.31579, 216, 79, 11.3684, 35.0055, 240.857, 10, 4, 4, 6, 28, 0, 2, 396, 60, 8, 57, 0, 1, 2, 7, 27, 23, 0
70, 8, 0, 9, 809, 102, 11.5571, 625, 102, 8.92857, 184, 51, 2.62857, 157.035, 367, 43, 4, 36, 10, 153, 3, 0, 384, 144, 18, 69, 0, 0, 0, 14, 72, 48, 0
63, 7, 0, 8, 1269, 287, 20.1429, 1232, 287, 19.5556, 37, 24, 0.587302, 48.3928, 367, 14, 5, 1, 13, 28, 0, 2, 412, 253, 8, 94, 0, 0, 2, 8, 73, 58, 0
79, 7, 0, 7, 902, 235, 11.4177, 844, 235, 10.6835, 58, 57, 0.734177, 68.5146, 367, 12, 3, 1, 11, 15, 0, 7, 380, 232, 6, 38, 2, 0, 5, 6, 85, 40, 0
28, 3, 0, 6, 352, 112, 12.5714, 113, 36, 4.03571, 239, 112, 8.53571, 45.5933, 240.857, 8, 6, 2, 6, 28, 0, 5, 385, 71, 8, 95, 0, 1, 2, 7, 34, 20, 0
24, 8, 0, 5, 1171, 357, 48.7917, 585, 217, 24.375, 586, 306, 24.4167, 63.1014, 238.429, 2, 1, 2, 0, 3, 18, 0, 0, 9, 3, 8, 0, 0, 0, 3, 3, 3, 0
61, 18, 0, 7, 601, 116, 9.85246, 498, 116, 8.16393, 103, 28, 1.68852, 95.2008, 367, 8, 2, 1, 7, 66, 0, 4, 18, 136, 12, 18, 4, 0, 0, 9, 63, 41, 0
57, 13, 0, 6, 854, 168, 14.9825, 614, 100, 10.7719, 240, 167, 4.21053, 138.317, 367, 10, 2, 1, 9, 45, 1, 5, 18, 155, 10, 18, 0, 0, 0, 10, 77, 37, 1
14, 5, 0, 4, 62, 14, 4.42857, 28, 5, 2, 34, 13, 2.42857, 46.9885, 159.857, 4, 1, 2, 2, 1, 2, 6, 12, 15, 2, 16, 0, 0, 4, 0, 7, 4, 0
6, 3, 0, 2, 23, 10, 3.83333, 37, 31, 6.16667, -14, 6, -2.33333, 20.323, 113.857, 1, 3, 1, 0, 1, 0, 1, 23, 7, 2, 28, 1, 0, 0, 2, 3, 2, 0
39, 6, 0, 5, 302, 73, 7.74359, 312, 73, 8, -10, 13, -0.25641, 61.6485, 367, 6, 2, 2, 4, 15, 1, 5, 1, 50, 6, 12, 0, 0, 5, 6, 18, 12, 0
31, 5, 0, 4, 157, 48, 5.06452, 182, 48, 5.87097, -25, 6, -0.806452, 79.3467, 367, 3, 1, 1, 2, 1, 0, 0, 0, 23, 2, 8, 0, 1, 0, 1, 16, 7, 0
65, 19, 0, 7, 1096, 168, 16.8615, 858, 168, 13.2, 238, 43, 3.66154, 134.997, 367, 11, 1, 1, 10, 36, 0, 2, 12, 198, 9, 11, 0, 3, 2, 5, 65, 66, 0
397, 96, 1, 10, 22934, 2078, 57.7683, 19199, 2001, 48.3602, 3735, 630, 9.40806, 176.29, 367, 39, 1, 1, 39, 666, 0, 50, 23, 2557, 37, 8, 6, 5, 36, 20, 917, 659, 1
226, 71, 0, 10, 50221, 3693, 222.217, 44127, 2958, 195.252, 6094, 2050, 26.9646, 91.0942, 367, 50, 1, 18, 37, 1891, 1, 22, 249, 6113, 62, 8, 1, 22, 17, 39, 1095, 1042, 1
5, 2, 0, 2, 22, 10, 4.4, 28, 17, 5.6, -6, 10, -1.2, 55.5325, 117, 3, 1, 2, 2, 10, 0, 2, 0, 30, 5, 8, 0, 1, 1, 4, 10, 8, 0
7, 2, 0, 3, 740, 381, 105.714, 16, 9, 2.28571, 724, 381, 103.429, 20.6807, 164.714, 24, 2, 8, 16, 55, 0, 5, 3, 316, 11, 20, 2, 5, 3, 3, 105, 67, 0
7, 1, 0, 3, 223, 114, 31.8571, 10, 7, 1.42857, 213, 114, 30.4286, 21.5868, 164.714, 7, 3, 2, 6, 6, 1, 1, 13, 95, 4, 55, 0, 0, 0, 2, 29, 22, 0
2, 1, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 69.2857, 127, 4, 4, 1, 4, 10, 0, 1, 14, 26, 5, 59, 1, 0, 0, 1, 12, 13, 0
111, 21, 0, 9, 5118, 788, 46.1081, 5065, 788, 45.6306, 53, 279, 0.477477, 80.9683, 367, 22, 3, 7, 15, 630, 0, 23, 8, 724, 36, 37, 23, 8, 0, 28, 210, 246, 0
41, 4, 0, 7, 960, 285, 23.4146, 1208, 297, 29.4634, -248, 7, -6.04878, 64.3007, 367, 15, 1, 12, 3, 45, 5, 3, 0, 67, 10, 8, 0, 0, 3, 9, 15, 14, 0
25, 4, 0, 5, 421, 100, 16.84, 300, 69, 12, 121, 60, 4.84, 106.91, 367, 1, 1, 1, 0, 10, 0, 34, 0, 29, 5, 22, 5, 0, 0, 5, 11, 7, 0
4, 1, 0, 3, 103, 54, 25.75, 1, 1, 0.25, 102, 54, 25.5, 18.6144, 164.714, 2, 1, 1, 1, 6, 0, 3, 0, 28, 4, 10, 2, 0, 0, 3, 12, 7, 0
66, 16, 0, 8, 1809, 310, 27.4091, 1676, 310, 25.3939, 133, 87, 2.01515, 97.146, 367, 23, 2, 4, 20, 276, 1, 9, 3, 305, 24, 25, 0, 4, 0, 17, 135, 86, 0
4, 1, 0, 3, 127, 70, 31.75, 1, 1, 0.25, 126, 70, 31.5, 14.7795, 158.714, 5, 3, 1, 5, 10, 0, 1, 12, 40, 5, 45, 1, 0, 0, 2, 17, 10, 0
30, 4, 0, 5, 328, 143, 10.9333, 321, 143, 10.7, 7, 15, 0.233333, 39.4787, 367, 3, 2, 1, 2, 21, 0, 10, 3, 72, 7, 21, 7, 0, 3, 6, 32, 17, 0
68, 16, 0, 8, 1930, 237, 28.3824, 1503, 237, 22.1029, 427, 134, 6.27941, 129.777, 367, 13, 2, 6, 8, 435, 2, 12, 3, 392, 30, 30, 2, 5, 0, 18, 133, 112, 0
2, 1, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 69.2857, 127, 5, 3, 3, 3, 10, 1, 1, 13, 35, 5, 55, 0, 0, 0, 1, 12, 13, 0
2, 1, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 69.2857, 127, 4, 4, 1, 3, 10, 0, 1, 14, 35, 5, 60, 1, 0, 0, 1, 14, 17, 0
17, 11, 0, 2, 196, 93, 11.5294, 126, 48, 7.41176, 70, 60, 4.11765, 13.9424, 124, 25, 2, 20, 6, 66, 1, 6, 3, 199, 12, 10, 2, 0, 2, 9, 45, 52, 1
2, 0, 0, 2, 10, 10, 5, 0, 0, 0, 10, 10, 5, 0, 117.714, 1, 1, 1, 0, 0, 0, 2, 0, 4, 1, 8, 0, 0, 2, 1, 1, 1, 0
27, 6, 0, 5, 287, 81, 10.6296, 280, 81, 10.3704, 7, 7, 0.259259, 88.5903, 367, 4, 3, 3, 2, 21, 0, 1, 7, 46, 7, 22, 0, 0, 1, 4, 15, 12, 0
34, 5, 0, 7, 553, 184, 16.2647, 514, 184, 15.1176, 39, 25, 1.14706, 78.5451, 367, 4, 1, 2, 2, 55, 0, 4, 0, 118, 11, 8, 0, 2, 4, 9, 33, 36, 0
217, 57, 0, 9, 26252, 5690, 120.977, 25827, 5690, 119.018, 425, 328, 1.95853, 93.3903, 367, 86, 1, 68, 25, 46665, 1, 42, 0, 6017, 306, 8, 0, 4, 34, 290, 1603, 1542, 1
80, 20, 0, 7, 14750, 3120, 184.375, 16495, 3120, 206.188, -1745, 531, -21.8125, 81.4591, 367, 16, 1, 4, 13, 120, 0, 214, 201, 329, 16, 8, 0, 3, 6, 11, 108, 63, 1
30, 3, 0, 5, 578, 138, 19.2667, 576, 138, 19.2, 2, 10, 0.0666667, 76.868, 367, 4, 1, 1, 3, 15, 0, 3, 0, 88, 6, 8, 3, 0, 0, 6, 17, 32, 0
25, 4, 0, 5, 234, 57, 9.36, 150, 36, 6, 84, 35, 3.36, 159.93, 367, 10, 2, 4, 7, 10, 0, 3, 3, 58, 5, 10, 0, 0, 3, 5, 28, 15, 1
30, 3, 0, 5, 572, 138, 19.0667, 570, 138, 19, 2, 10, 0.0666667, 77.5457, 367, 4, 1, 1, 3, 15, 0, 3, 0, 88, 6, 8, 3, 0, 0, 6, 17, 32, 0
32, 4, 0, 6, 637, 155, 19.9063, 629, 155, 19.6563, 8, 9, 0.25, 74.9404, 367, 2, 1, 1, 1, 36, 0, 4, 0, 94, 9, 8, 0, 1, 4, 8, 23, 36, 0
58, 14, 0, 6, 1017, 246, 17.5345, 1267, 281, 21.8448, -250, 45, -4.31034, 111.411, 367, 0, 1, 0, 0, 1, 2, 3, 0, 3, 2, 8, 0, 0, 2, 2, 2, 1, 0
31, 3, 0, 6, 637, 155, 20.5484, 629, 155, 20.2903, 8, 9, 0.258065, 74.9388, 367, 2, 1, 1, 1, 36, 0, 4, 0, 94, 9, 8, 0, 1, 4, 8, 24, 36, 0
31, 2, 0, 6, 571, 152, 18.4194, 578, 152, 18.6452, -7, 6, -0.225806, 61.5161, 367, 3, 1, 1, 2, 36, 0, 4, 0, 83, 9, 8, 0, 1, 4, 8, 24, 25, 0
12, 10, 0, 2, 139, 38, 11.5833, 130, 77, 10.8333, 9, 16, 0.75, 41.1747, 126.571, 4, 1, 1, 3, 105, 0, 16, 0, 325, 15, 8, 2, 3, 6, 12, 52, 89, 0
29, 20, 0, 3, 2876, 1767, 99.1724, 4032, 2292, 139.034, -1156, 428, -39.8621, 59.8261, 126.571, 15, 2, 3, 12, 666, 0, 6, 42, 395, 37, 310, 1, 2, 5, 32, 170, 92, 1
8, 6, 0, 2, 46, 29, 5.75, 12, 7, 1.5, 34, 22, 4.25, 67.1366, 126.571, 4, 1, 2, 2, 45, 0, 13, 0, 156, 10, 8, 2, 0, 2, 10, 33, 43, 0
81, 18, 0, 9, 1835, 349, 22.6543, 1569, 379, 19.3704, 266, 79, 3.28395, 130.299, 367, 31, 1, 24, 7, 190, 0, 24, 0, 245, 20, 8, 3, 3, 21, 17, 72, 72, 1
140, 26, 1, 10, 7441, 594, 53.15, 6989, 594, 49.9214, 452, 111, 3.22857, 55.6267, 367, 24, 1, 6, 19, 120, 3, 17, 11, 407, 16, 9, 0, 0, 16, 9, 125, 73, 1
41, 6, 0, 5, 4660, 487, 113.659, 4669, 508, 113.878, -9, 296, -0.219512, 16.8509, 367, 4, 1, 0, 4, 55, 0, 9, 0, 117, 11, 8, 8, 0, 0, 11, 34, 18, 0
18, 4, 0, 4, 246, 75, 13.6667, 254, 75, 14.1111, -8, 9, -0.444444, 53.8084, 367, 13, 1, 12, 1, 6, 0, 0, 0, 40, 4, 8, 0, 0, 0, 4, 8, 4, 0
74, 8, 0, 5, 4391, 1328, 59.3378, 4465, 1328, 60.3378, -74, 34, -1, 52.6632, 367, 25, 2, 1, 24, 1711, 0, 11, 402, 1200, 59, 8, 8, 2, 3, 15, 308, 138, 0
16, 3, 0, 7, 151, 39, 9.4375, 174, 99, 10.875, -23, 39, -1.4375, 30.017, 193.571, 6, 1, 5, 1, 3, 0, 6, 0, 11, 3, 8, 1, 0, 2, 3, 5, 3, 0
6, 2, 0, 3, 42, 22, 7, 25, 9, 4.16667, 17, 17, 2.83333, 25.6633, 169.143, 7, 1, 5, 2, 15, 1, 3, 0, 39, 6, 8, 0, 0, 2, 6, 19, 12, 0
16, 2, 0, 4, 151, 30, 9.4375, 109, 31, 6.8125, 42, 19, 2.625, 46.8515, 169.143, 16, 1, 11, 5, 10, 0, 3, 0, 62, 5, 8, 1, 0, 2, 5, 18, 22, 0
2, 1, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 69.2857, 127, 5, 1, 4, 1, 3, 0, 1, 0, 12, 3, 8, 0, 0, 1, 3, 7, 3, 0
2, 1, 0, 2, 1, 1, 0.5, 1, 1, 0.5, 0, 0, 0, 69.2857, 127, 5, 1, 4, 1, 6, 0, 2, 0, 17, 4, 8, 0, 0, 2, 4, 8, 4, 0
30, 3, 0, 6, 929, 78, 30.9667, 902, 78, 30.0667, 27, 16, 0.9, 30.1708, 367, 8, 1, 7, 1, 45, 0, 4, 0, 34, 10, 8, 0, 0, 4, 10, 12, 14, 0
33, 2, 0, 5, 798, 141, 24.1818, 730, 127, 22.1212, 68, 72, 2.06061, 112.254, 367, 2, 2, 1, 2, 496, 0, 2, 8, 145, 32, 46, 0, 0, 2, 31, 68, 43, 0
56, 3, 0, 7, 1017, 186, 18.1607, 918, 186, 16.3929, 99, 37, 1.76786, 92.2651, 367, 13, 2, 5, 9, 36, 1, 9, 141, 139, 9, 35, 0, 0, 8, 9, 47, 36, 1
36, 3, 0, 5, 842, 188, 23.3889, 593, 97, 16.4722, 249, 123, 6.91667, 157.823, 367, 8, 2, 1, 7, 28, 0, 7, 141, 264, 8, 35, 0, 0, 7, 5, 85, 63, 0
72, 4, 0, 7, 3216, 448, 44.6667, 3112, 448, 43.2222, 104, 52, 1.44444, 109.796, 367, 28, 1, 18, 11, 351, 4, 16, 125, 379, 27, 8, 0, 0, 5, 24, 92, 108, 1
43, 3, 0, 5, 768, 230, 17.8605, 467, 87, 10.8605, 301, 161, 7, 138.212, 367, 51, 1, 50, 3, 703, 2, 8, 0, 66, 38, 8, 0, 0, 1, 38, 60, 20, 0
24, 3, 0, 4, 337, 85, 14.0417, 301, 85, 12.5417, 36, 27, 1.5, 50.1865, 367, 8, 3, 3, 5, 6, 0, 4, 150, 54, 4, 44, 0, 0, 4, 4, 14, 7, 1
27, 3, 0, 5, 185, 41, 6.85185, 145, 41, 5.37037, 40, 16, 1.48148, 88.8672, 367, 5, 2, 2, 3, 15, 0, 1, 141, 27, 6, 35, 0, 0, 1, 6, 14, 8, 0
34, 4, 0, 5, 233, 54, 6.85294, 240, 54, 7.05882, -7, 6, -0.205882, 77.8087, 367, 4, 3, 1, 3, 6, 0, 1, 143, 23, 4, 40, 0, 0, 1, 3, 10, 7, 0
52, 3, 0, 5, 991, 226, 19.0577, 633, 148, 12.1731, 358, 161, 6.88462, 136.59, 367, 12, 3, 4, 8, 78, 0, 16, 143, 387, 13, 40, 6, 0, 10, 10, 125, 93, 0
6, 1, 0, 2, 233, 219, 38.8333, 261, 248, 43.5, -28, 1, -4.66667, 6.16432, 117.857, 7, 3, 4, 3, 28, 0, 0, 20, 312, 8, 84, 0, 0, 0, 8, 18, 75, 0
42, 3, 0, 6, 254, 53, 6.04762, 255, 53, 6.07143, -1, 5, -0.0238095, 84.9809, 367, 4, 2, 1, 3, 10, 2, 2, 141, 23, 5, 35, 0, 0, 2, 5, 13, 6, 0
71, 5, 0, 7, 4282, 1609, 60.3099, 3119, 728, 43.9296, 1163, 894, 16.3803, 173.635, 367, 24, 2, 19, 6, 703, 1, 12, 8, 1440, 38, 46, 0, 0, 9, 37, 84, 342, 0
41, 9, 0, 6, 190, 38, 4.63415, 207, 38, 5.04878, -17, 4, -0.414634, 103.091, 367, 7, 2, 7, 0, 15, 0, 3, 152, 19, 6, 41, 3, 1, 0, 5, 7, 7, 0
35, 6, 0, 6, 179, 54, 5.11429, 201, 54, 5.74286, -22, 5, -0.628571, 58.2705, 367, 3, 2, 3, 0, 66, 0, 1, 152, 37, 12, 41, 1, 1, 0, 11, 14, 12, 0
34, 6, 0, 6, 203, 54, 5.97059, 225, 54, 6.61765, -22, 4, -0.647059, 69.1696, 367, 4, 2, 4, 0, 66, 0, 1, 152, 38, 12, 41, 1, 1, 0, 11, 14, 12, 0
233, 26, 0, 11, 10114, 619, 43.4077, 8989, 619, 38.5794, 1125, 300, 4.82833, 71.8777, 367, 33, 1, 27, 6, 105, 0, 218, 0, 974, 15, 8, 1, 0, 42, 14, 287, 392, 1
2, 0, 0, 2, 1, 1, 0.5, 6, 6, 3, -5, 0, -2.5, 5, 14.5714, 3, 1, 3, 0, 3, 0, 7, 0, 9, 3, 8, 0, 0, 7, 3, 4, 4, 0
46, 9, 0, 5, 5807, 1581, 126.239, 6763, 2499, 147.022, -956, 147, -20.7826, 76.9932, 367, 47, 1, 34, 13, 528, 9, 1, 151, 1500, 33, 8, 0, 0, 0, 33, 2062, 898, 0
37, 6, 0, 6, 252, 66, 6.81081, 258, 66, 6.97297, -6, 12, -0.162162, 45.5635, 367, 5, 2, 4, 1, 66, 0, 1, 152, 39, 12, 41, 1, 1, 0, 11, 14, 13, 0
37, 6, 0, 6, 232, 64, 6.27027, 239, 64, 6.45946, -7, 11, -0.189189, 46.1823, 367, 4, 2, 4, 0, 66, 0, 1, 152, 36, 12, 41, 0, 1, 1, 11, 14, 12, 0
37, 6, 0, 6, 284, 64, 7.67568, 258, 64, 6.97297, 26, 22, 0.702703, 81.749, 367, 5, 2, 5, 0, 66, 0, 16, 152, 55, 12, 41, 15, 1, 1, 11, 14, 27, 0
35, 6, 0, 6, 178, 54, 5.08571, 197, 54, 5.62857, -19, 9, -0.542857, 61.1862, 367, 4, 2, 4, 0, 66, 0, 2, 152, 40, 12, 41, 2, 1, 0, 11, 14, 13, 0
